Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,target
TEX,AL,1974.0,698.0,83.0,0.336,0.377,0.272,0,161,690.0
ATL,NL,1973.0,774.0,76.0,0.3389999999999999,0.427,0.266,0,162,799.0
BAL,AL,1973.0,561.0,97.0,0.345,0.389,0.266,1,162,754.0
BOS,AL,1973.0,647.0,89.0,0.3379999999999999,0.401,0.267,0,162,738.0
CAL,AL,1973.0,657.0,79.0,0.318,0.348,0.253,0,162,629.0
CHC,NL,1973.0,655.0,77.0,0.32,0.357,0.247,0,161,614.0
CHW,AL,1973.0,705.0,77.0,0.324,0.372,0.256,0,162,652.0
CIN,NL,1973.0,621.0,99.0,0.332,0.3829999999999999,0.254,1,162,741.0
CLE,AL,1973.0,826.0,71.0,0.315,0.387,0.256,0,162,680.0
DET,AL,1973.0,674.0,85.0,0.32,0.39,0.254,0,162,642.0
HOU,NL,1973.0,672.0,82.0,0.312,0.376,0.251,0,162,681.0
KCR,AL,1973.0,752.0,88.0,0.3389999999999999,0.381,0.261,0,162,755.0
LAD,NL,1973.0,565.0,95.0,0.3229999999999999,0.371,0.263,0,162,675.0
MIL,AL,1973.0,731.0,74.0,0.325,0.3879999999999999,0.253,0,162,708.0
MIN,AL,1973.0,692.0,81.0,0.342,0.3929999999999999,0.27,0,162,738.0
MON,NL,1973.0,702.0,79.0,0.34,0.364,0.251,0,162,668.0
NYM,NL,1973.0,588.0,82.0,0.315,0.3379999999999999,0.246,1,161,608.0
NYY,AL,1973.0,610.0,80.0,0.322,0.3779999999999999,0.261,0,162,641.0
OAK,AL,1973.0,615.0,94.0,0.3329999999999999,0.389,0.26,1,162,758.0
PHI,NL,1973.0,717.0,71.0,0.31,0.371,0.249,0,162,642.0
PIT,NL,1973.0,693.0,80.0,0.315,0.405,0.261,0,162,704.0
SDP,NL,1973.0,770.0,60.0,0.296,0.351,0.244,0,162,548.0
SFG,NL,1973.0,702.0,88.0,0.335,0.407,0.262,0,162,739.0
STL,NL,1973.0,603.0,81.0,0.325,0.357,0.259,0,162,643.0
TEX,AL,1973.0,844.0,57.0,0.318,0.361,0.255,0,162,619.0
ATL,NL,1971.0,699.0,82.0,0.312,0.385,0.257,0,162,643.0
BAL,AL,1971.0,530.0,101.0,0.347,0.3979999999999999,0.261,1,158,742.0
BOS,AL,1971.0,667.0,85.0,0.322,0.397,0.252,0,162,691.0
CAL,AL,1971.0,576.0,76.0,0.29,0.3289999999999999,0.231,0,162,511.0
CHC,NL,1971.0,648.0,83.0,0.325,0.3779999999999999,0.258,0,162,637.0
CHW,AL,1971.0,597.0,79.0,0.325,0.373,0.25,0,162,617.0
CIN,NL,1971.0,581.0,79.0,0.3,0.366,0.241,0,162,586.0
CLE,AL,1971.0,747.0,60.0,0.3,0.342,0.238,0,162,543.0
DET,AL,1971.0,645.0,91.0,0.325,0.405,0.254,0,162,701.0
HOU,NL,1971.0,567.0,79.0,0.302,0.34,0.24,0,162,585.0
KCR,AL,1971.0,566.0,85.0,0.313,0.353,0.25,0,161,603.0
LAD,NL,1971.0,587.0,89.0,0.325,0.37,0.266,0,162,663.0
MIL,AL,1971.0,609.0,69.0,0.304,0.3289999999999999,0.2289999999999999,0,161,534.0
MIN,AL,1971.0,670.0,74.0,0.3229999999999999,0.372,0.26,0,160,654.0
MON,NL,1971.0,729.0,71.0,0.322,0.3429999999999999,0.246,0,162,622.0
NYM,NL,1971.0,550.0,83.0,0.319,0.351,0.249,0,162,588.0
NYY,AL,1971.0,641.0,81.0,0.3279999999999999,0.36,0.254,0,162,648.0
OAK,AL,1971.0,564.0,101.0,0.321,0.384,0.252,1,161,691.0
PHI,NL,1971.0,688.0,67.0,0.298,0.35,0.233,0,162,558.0
PIT,NL,1971.0,599.0,97.0,0.33,0.416,0.2739999999999999,1,162,788.0
SDP,NL,1971.0,610.0,61.0,0.293,0.332,0.233,0,161,486.0
SFG,NL,1971.0,644.0,90.0,0.3289999999999999,0.3779999999999999,0.247,1,162,706.0
STL,NL,1971.0,699.0,90.0,0.3379999999999999,0.385,0.275,0,163,739.0
WSA,AL,1971.0,660.0,63.0,0.307,0.326,0.23,0,159,537.0
ATL,NL,1970.0,772.0,76.0,0.3339999999999999,0.4039999999999999,0.27,0,162,736.0
BAL,AL,1970.0,574.0,108.0,0.344,0.401,0.257,1,162,792.0
BOS,AL,1970.0,722.0,87.0,0.335,0.428,0.262,0,162,786.0
CAL,AL,1970.0,630.0,86.0,0.309,0.363,0.251,0,162,631.0
CHC,NL,1970.0,679.0,84.0,0.3329999999999999,0.415,0.259,0,162,806.0
CHW,AL,1970.0,822.0,56.0,0.315,0.362,0.253,0,162,633.0
CIN,NL,1970.0,681.0,102.0,0.336,0.436,0.27,1,162,775.0
CLE,AL,1970.0,675.0,76.0,0.314,0.3939999999999999,0.249,0,162,649.0
DET,AL,1970.0,731.0,79.0,0.322,0.374,0.238,0,162,666.0
HOU,NL,1970.0,763.0,79.0,0.332,0.391,0.259,0,162,744.0
KCR,AL,1970.0,705.0,65.0,0.309,0.348,0.244,0,162,611.0
LAD,NL,1970.0,684.0,87.0,0.3339999999999999,0.382,0.27,0,161,749.0
MIL,AL,1970.0,751.0,65.0,0.319,0.358,0.242,0,163,613.0
MIN,AL,1970.0,605.0,98.0,0.327,0.4029999999999999,0.262,1,162,744.0
MON,NL,1970.0,807.0,73.0,0.3229999999999999,0.365,0.237,0,162,687.0
NYM,NL,1970.0,630.0,83.0,0.3329999999999999,0.37,0.249,0,162,695.0
NYY,AL,1970.0,612.0,93.0,0.324,0.365,0.251,0,163,680.0
OAK,AL,1970.0,593.0,89.0,0.325,0.392,0.249,0,162,678.0
PHI,NL,1970.0,730.0,73.0,0.305,0.356,0.238,0,161,594.0
PIT,NL,1970.0,664.0,89.0,0.325,0.406,0.27,1,162,729.0
SDP,NL,1970.0,788.0,63.0,0.312,0.391,0.246,0,162,681.0
SFG,NL,1970.0,826.0,86.0,0.351,0.409,0.262,0,162,831.0
STL,NL,1970.0,747.0,76.0,0.331,0.379,0.263,0,162,744.0
WSA,AL,1970.0,689.0,70.0,0.321,0.358,0.238,0,162,626.0
ATL,NL,1969.0,631.0,93.0,0.321,0.38,0.258,1,162,691.0
BAL,AL,1969.0,517.0,109.0,0.3429999999999999,0.414,0.265,1,162,779.0
BOS,AL,1969.0,736.0,87.0,0.3329999999999999,0.415,0.251,0,162,743.0
CAL,AL,1969.0,652.0,71.0,0.3,0.319,0.23,0,163,528.0
CHC,NL,1969.0,611.0,92.0,0.3229999999999999,0.384,0.253,0,163,720.0
CHW,AL,1969.0,723.0,68.0,0.32,0.357,0.247,0,162,625.0
CIN,NL,1969.0,768.0,89.0,0.335,0.422,0.2769999999999999,0,163,798.0
CLE,AL,1969.0,717.0,62.0,0.307,0.345,0.237,0,161,573.0
DET,AL,1969.0,601.0,90.0,0.316,0.387,0.242,0,162,701.0
HOU,NL,1969.0,668.0,81.0,0.33,0.352,0.24,0,162,676.0
KCR,AL,1969.0,688.0,69.0,0.309,0.3379999999999999,0.24,0,163,586.0
LAD,NL,1969.0,561.0,85.0,0.315,0.359,0.254,0,162,645.0
MIN,AL,1969.0,618.0,97.0,0.34,0.408,0.268,1,162,790.0
MON,NL,1969.0,791.0,52.0,0.31,0.359,0.24,0,162,582.0
NYM,NL,1969.0,541.0,100.0,0.311,0.351,0.242,1,162,632.0
NYY,AL,1969.0,587.0,80.0,0.308,0.344,0.235,0,162,562.0
OAK,AL,1969.0,678.0,88.0,0.3289999999999999,0.376,0.249,0,162,740.0
PHI,NL,1969.0,745.0,63.0,0.312,0.372,0.241,0,162,645.0
PIT,NL,1969.0,652.0,88.0,0.3339999999999999,0.3979999999999999,0.2769999999999999,0,162,725.0
SDP,NL,1969.0,746.0,52.0,0.285,0.3289999999999999,0.225,0,162,468.0
SEP,AL,1969.0,799.0,64.0,0.316,0.346,0.2339999999999999,0,163,639.0
SFG,NL,1969.0,636.0,90.0,0.3339999999999999,0.361,0.242,0,162,713.0
STL,NL,1969.0,540.0,87.0,0.316,0.359,0.253,0,162,595.0
WSA,AL,1969.0,644.0,86.0,0.33,0.3779999999999999,0.251,0,162,694.0
ATL,NL,1968.0,549.0,81.0,0.307,0.3389999999999999,0.252,0,163,514.0
BAL,AL,1968.0,497.0,91.0,0.304,0.352,0.225,0,162,579.0
BOS,AL,1968.0,611.0,86.0,0.313,0.352,0.236,0,162,614.0
CAL,AL,1968.0,615.0,67.0,0.291,0.318,0.2269999999999999,0,162,498.0
CHC,NL,1968.0,611.0,84.0,0.298,0.366,0.242,0,163,612.0
CHW,AL,1968.0,527.0,67.0,0.284,0.311,0.228,0,162,463.0
CIN,NL,1968.0,673.0,83.0,0.32,0.389,0.273,0,163,690.0
CLE,AL,1968.0,504.0,86.0,0.293,0.327,0.2339999999999999,0,162,516.0
DET,AL,1968.0,492.0,103.0,0.307,0.385,0.235,1,164,671.0
HOU,NL,1968.0,588.0,72.0,0.298,0.317,0.231,0,162,510.0
LAD,NL,1968.0,509.0,76.0,0.289,0.319,0.23,0,162,470.0
MIN,AL,1968.0,546.0,79.0,0.299,0.35,0.237,0,162,562.0
NYM,NL,1968.0,499.0,73.0,0.281,0.315,0.228,0,163,473.0
NYY,AL,1968.0,531.0,83.0,0.292,0.318,0.214,0,164,536.0
OAK,AL,1968.0,544.0,82.0,0.304,0.3429999999999999,0.24,0,163,569.0
PHI,NL,1968.0,615.0,76.0,0.294,0.3329999999999999,0.233,0,162,543.0
PIT,NL,1968.0,532.0,80.0,0.306,0.3429999999999999,0.252,0,163,583.0
SFG,NL,1968.0,529.0,88.0,0.307,0.341,0.239,0,163,599.0
STL,NL,1968.0,472.0,97.0,0.298,0.346,0.249,1,162,583.0
WSA,AL,1968.0,665.0,65.0,0.287,0.336,0.2239999999999999,0,161,524.0
ATL,NL,1967.0,640.0,77.0,0.307,0.372,0.24,0,162,631.0
BAL,AL,1967.0,592.0,76.0,0.31,0.372,0.24,0,161,654.0
BOS,AL,1967.0,614.0,92.0,0.321,0.395,0.255,1,162,722.0
CAL,AL,1967.0,587.0,84.0,0.301,0.349,0.238,0,161,567.0
CHC,NL,1967.0,624.0,87.0,0.316,0.3779999999999999,0.251,0,162,702.0
CHW,AL,1967.0,491.0,89.0,0.291,0.32,0.225,0,162,531.0
CIN,NL,1967.0,563.0,87.0,0.297,0.372,0.248,0,162,604.0
CLE,AL,1967.0,613.0,75.0,0.293,0.359,0.235,0,162,559.0
DET,AL,1967.0,587.0,91.0,0.325,0.376,0.243,0,163,683.0
HOU,NL,1967.0,742.0,69.0,0.317,0.364,0.249,0,162,626.0
KCA,AL,1967.0,660.0,62.0,0.296,0.33,0.233,0,161,533.0
LAD,NL,1967.0,595.0,73.0,0.301,0.332,0.236,0,162,519.0
MIN,AL,1967.0,590.0,91.0,0.309,0.369,0.24,0,164,671.0
NYM,NL,1967.0,672.0,61.0,0.288,0.325,0.238,0,162,498.0
NYY,AL,1967.0,621.0,72.0,0.296,0.317,0.225,0,163,522.0
PHI,NL,1967.0,581.0,82.0,0.313,0.357,0.242,0,162,612.0
PIT,NL,1967.0,693.0,81.0,0.324,0.38,0.2769999999999999,0,163,679.0
SFG,NL,1967.0,551.0,91.0,0.313,0.372,0.245,0,162,652.0
STL,NL,1967.0,557.0,101.0,0.32,0.379,0.263,1,161,695.0
WSA,AL,1967.0,637.0,76.0,0.288,0.326,0.223,0,161,550.0
ATL,NL,1966.0,683.0,85.0,0.326,0.424,0.263,0,163,782.0
BAL,AL,1966.0,601.0,97.0,0.324,0.409,0.258,1,160,755.0
BOS,AL,1966.0,731.0,72.0,0.31,0.376,0.24,0,162,655.0
CAL,AL,1966.0,643.0,80.0,0.303,0.354,0.2319999999999999,0,162,604.0
CHC,NL,1966.0,809.0,59.0,0.313,0.38,0.254,0,162,644.0
CHW,AL,1966.0,517.0,83.0,0.297,0.331,0.231,0,163,574.0
CIN,NL,1966.0,702.0,76.0,0.309,0.395,0.26,0,160,692.0
CLE,AL,1966.0,586.0,81.0,0.297,0.36,0.237,0,162,574.0
DET,AL,1966.0,698.0,88.0,0.321,0.406,0.251,0,162,719.0
HOU,NL,1966.0,695.0,72.0,0.318,0.365,0.255,0,163,612.0
KCA,AL,1966.0,648.0,74.0,0.294,0.337,0.236,0,160,564.0
LAD,NL,1966.0,490.0,95.0,0.314,0.362,0.256,1,162,606.0
MIN,AL,1966.0,581.0,89.0,0.316,0.382,0.249,0,162,663.0
NYM,NL,1966.0,761.0,66.0,0.301,0.342,0.239,0,161,587.0
NYY,AL,1966.0,612.0,70.0,0.299,0.374,0.235,0,160,611.0
PHI,NL,1966.0,640.0,87.0,0.322,0.3779999999999999,0.258,0,162,696.0
PIT,NL,1966.0,641.0,92.0,0.3289999999999999,0.428,0.2789999999999999,0,162,759.0
SFG,NL,1966.0,626.0,93.0,0.303,0.392,0.248,0,161,675.0
STL,NL,1966.0,577.0,83.0,0.298,0.368,0.251,0,162,571.0
WSA,AL,1966.0,659.0,71.0,0.295,0.355,0.2339999999999999,0,159,557.0
BAL,AL,1965.0,578.0,94.0,0.307,0.363,0.238,0,162,641.0
BOS,AL,1965.0,791.0,62.0,0.327,0.4,0.251,0,162,669.0
CAL,AL,1965.0,569.0,75.0,0.297,0.341,0.239,0,162,527.0
CHC,NL,1965.0,723.0,72.0,0.307,0.358,0.238,0,164,635.0
CHW,AL,1965.0,555.0,95.0,0.315,0.364,0.246,0,162,647.0
CIN,NL,1965.0,704.0,89.0,0.3389999999999999,0.439,0.273,0,162,825.0
CLE,AL,1965.0,613.0,87.0,0.315,0.379,0.25,0,162,663.0
DET,AL,1965.0,602.0,89.0,0.312,0.374,0.238,0,162,680.0
HOU,NL,1965.0,711.0,65.0,0.305,0.34,0.237,0,162,569.0
KCA,AL,1965.0,755.0,59.0,0.309,0.358,0.24,0,162,585.0
LAD,NL,1965.0,521.0,97.0,0.312,0.335,0.245,1,162,608.0
MIN,AL,1965.0,600.0,102.0,0.324,0.3989999999999999,0.254,1,162,774.0
MLN,NL,1965.0,633.0,86.0,0.31,0.416,0.256,0,162,708.0
NYM,NL,1965.0,752.0,50.0,0.2769999999999999,0.327,0.221,0,164,495.0
NYY,AL,1965.0,604.0,77.0,0.299,0.364,0.235,0,162,611.0
PHI,NL,1965.0,667.0,85.0,0.313,0.384,0.25,0,162,654.0
PIT,NL,1965.0,580.0,90.0,0.317,0.382,0.265,0,163,675.0
SFG,NL,1965.0,593.0,95.0,0.313,0.385,0.252,0,163,682.0
STL,NL,1965.0,674.0,80.0,0.314,0.371,0.254,0,162,707.0
WSA,AL,1965.0,721.0,70.0,0.304,0.35,0.228,0,162,591.0
BAL,AL,1964.0,567.0,97.0,0.316,0.387,0.248,0,163,679.0
BOS,AL,1964.0,793.0,72.0,0.322,0.416,0.258,0,162,688.0
CHC,NL,1964.0,724.0,76.0,0.314,0.39,0.251,0,162,649.0
CHW,AL,1964.0,501.0,98.0,0.32,0.353,0.247,0,162,642.0
CIN,NL,1964.0,566.0,92.0,0.308,0.372,0.249,0,163,660.0
CLE,AL,1964.0,693.0,79.0,0.312,0.38,0.247,0,164,689.0
DET,AL,1964.0,678.0,85.0,0.319,0.395,0.253,0,163,699.0
HOU,NL,1964.0,628.0,66.0,0.285,0.315,0.2289999999999999,0,162,495.0
KCA,AL,1964.0,836.0,57.0,0.311,0.379,0.239,0,163,621.0
LAA,AL,1964.0,551.0,82.0,0.304,0.344,0.242,0,162,544.0
LAD,NL,1964.0,572.0,80.0,0.305,0.34,0.25,0,164,614.0
MIN,AL,1964.0,678.0,79.0,0.322,0.427,0.252,0,163,737.0
MLN,NL,1964.0,744.0,88.0,0.3329999999999999,0.418,0.272,0,162,803.0
NYM,NL,1964.0,776.0,53.0,0.296,0.348,0.246,0,163,569.0
NYY,AL,1964.0,577.0,99.0,0.317,0.387,0.253,1,164,730.0
PHI,NL,1964.0,632.0,92.0,0.315,0.391,0.258,0,162,693.0
PIT,NL,1964.0,636.0,80.0,0.315,0.389,0.264,0,162,663.0
SFG,NL,1964.0,587.0,90.0,0.31,0.382,0.246,0,162,656.0
STL,NL,1964.0,652.0,93.0,0.324,0.392,0.272,1,162,715.0
WSA,AL,1964.0,733.0,62.0,0.299,0.348,0.231,0,162,578.0
BAL,AL,1963.0,621.0,86.0,0.31,0.38,0.249,0,162,644.0
BOS,AL,1963.0,704.0,76.0,0.312,0.4,0.252,0,161,666.0
CHC,NL,1963.0,578.0,82.0,0.297,0.363,0.238,0,162,570.0
CHW,AL,1963.0,544.0,94.0,0.3229999999999999,0.365,0.25,0,162,683.0
CIN,NL,1963.0,594.0,86.0,0.31,0.371,0.246,0,162,648.0
CLE,AL,1963.0,702.0,79.0,0.301,0.381,0.239,0,162,635.0
DET,AL,1963.0,703.0,79.0,0.327,0.382,0.252,0,162,700.0
HOU,NL,1963.0,640.0,66.0,0.283,0.301,0.22,0,162,464.0
KCA,AL,1963.0,704.0,73.0,0.313,0.353,0.247,0,162,615.0
LAA,AL,1963.0,660.0,70.0,0.309,0.354,0.25,0,161,597.0
LAD,NL,1963.0,550.0,99.0,0.309,0.357,0.251,1,163,640.0
MIN,AL,1963.0,602.0,91.0,0.325,0.43,0.255,0,161,767.0
MLN,NL,1963.0,603.0,84.0,0.312,0.37,0.244,0,163,677.0
NYM,NL,1963.0,774.0,51.0,0.285,0.315,0.2189999999999999,0,162,501.0
NYY,AL,1963.0,547.0,104.0,0.309,0.4029999999999999,0.252,1,161,714.0
PHI,NL,1963.0,578.0,87.0,0.306,0.381,0.252,0,162,642.0
PIT,NL,1963.0,595.0,74.0,0.309,0.359,0.25,0,162,567.0
SFG,NL,1963.0,641.0,88.0,0.316,0.414,0.258,0,162,725.0
STL,NL,1963.0,628.0,93.0,0.326,0.4029999999999999,0.271,0,162,747.0
WSA,AL,1963.0,812.0,56.0,0.293,0.351,0.2269999999999999,0,162,578.0
BAL,AL,1962.0,680.0,77.0,0.314,0.387,0.248,0,162,652.0
BOS,AL,1962.0,756.0,76.0,0.324,0.4029999999999999,0.258,0,160,707.0
CHC,NL,1962.0,827.0,59.0,0.317,0.377,0.253,0,162,632.0
CHW,AL,1962.0,658.0,85.0,0.3339999999999999,0.372,0.257,0,162,707.0
CIN,NL,1962.0,685.0,98.0,0.332,0.417,0.27,0,162,802.0
CLE,AL,1962.0,745.0,80.0,0.312,0.3879999999999999,0.245,0,162,682.0
DET,AL,1962.0,692.0,85.0,0.33,0.411,0.248,0,161,758.0
HOU,NL,1962.0,717.0,64.0,0.31,0.351,0.246,0,162,592.0
KCA,AL,1962.0,837.0,72.0,0.332,0.386,0.263,0,162,745.0
LAA,AL,1962.0,706.0,86.0,0.325,0.38,0.25,0,162,718.0
LAD,NL,1962.0,697.0,102.0,0.337,0.4,0.268,0,165,842.0
MIN,AL,1962.0,713.0,91.0,0.3379999999999999,0.412,0.26,0,163,798.0
MLN,NL,1962.0,665.0,86.0,0.326,0.4029999999999999,0.252,0,162,730.0
NYM,NL,1962.0,948.0,40.0,0.318,0.361,0.24,0,161,617.0
NYY,AL,1962.0,680.0,96.0,0.337,0.426,0.267,1,162,817.0
PHI,NL,1962.0,759.0,81.0,0.33,0.39,0.26,0,161,705.0
PIT,NL,1962.0,626.0,93.0,0.321,0.3939999999999999,0.268,0,161,706.0
SFG,NL,1962.0,690.0,103.0,0.341,0.441,0.278,1,165,878.0
STL,NL,1962.0,664.0,84.0,0.335,0.3939999999999999,0.271,0,163,774.0
WSA,AL,1962.0,716.0,60.0,0.308,0.373,0.25,0,162,599.0
